C	Huitl, R; Schroth, G; Hilsenbeck, S; Schweiger, F; Steinbach, E			IEEE	Huitl, R.; Schroth, G.; Hilsenbeck, S.; Schweiger, F.; Steinbach, E.			TUMindoor: AN EXTENSIVE IMAGE AND POINT CLOUD DATASET FOR VISUAL INDOOR LOCALIZATION AND MAPPING	2012 IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING (ICIP 2012)	IEEE International Conference on Image Processing ICIP				19th IEEE International Conference on Image Processing (ICIP)	SEP 30-OCT 03, 2012	Lake Buena Vista, FL	Inst Elect & Elect Engineers (IEEE), IEEE Signal Proc Soc																						1522-4880		978-1-4673-2533-2; 978-1-4673-2534-9				2012							1773	1776										WOS:000319334901207						
J	Golparvar-Fard, M; Bohn, J; Teizer, J; Savarese, S; Pena-Mora, F				Golparvar-Fard, Mani; Bohn, Jeffrey; Teizer, Jochen; Savarese, Silvio; Pena-Mora, Feniosky			Evaluation of image-based modeling and laser scanning accuracy for emerging automated performance monitoring techniques	AUTOMATION IN CONSTRUCTION																	Teizer, Jochen/AAS-1814-2020	Teizer, Jochen/0000-0001-8071-895X												0926-5805	1872-7891				DEC	2011	20	8					1143	1155		10.1016/j.autcon.2011.04.016								WOS:000297184700015						
J	Chen, Y; Kamara, JM				Chen, Yuan; Kamara, John M.			A framework for using mobile computing for information management on construction sites	AUTOMATION IN CONSTRUCTION																	Kamara, John/E-2952-2015	Kamara, John/0000-0002-8587-916X; Chen, Yuan/0000-0003-4917-3386												0926-5805	1872-7891				NOV	2011	20	7					776	788		10.1016/j.autcon.2011.01.002								WOS:000295994400004						
J	Akula, M; Dong, SY; Kamat, VR; Ojeda, L; Borrell, A; Borenstein, J				Akula, Manu; Dong, Suyang; Kamat, Vineet R.; Ojeda, Lauro; Borrell, Adam; Borenstein, Johann			Integration of infrastructure based positioning systems and inertial navigation for ubiquitous context-aware engineering applications	ADVANCED ENGINEERING INFORMATICS																		Kamat, Vineet/0000-0003-0788-5588												1474-0346	1873-5320				OCT	2011	25	4					640	655		10.1016/j.aei.2011.07.006								WOS:000296549100007						
J	Lee, S; Akin, O				Lee, Sanghoon; Akin, Oemer			Augmented reality-based computational fieldwork support for equipment operations and maintenance	AUTOMATION IN CONSTRUCTION																		/0000-0001-9482-1472												0926-5805					JUL	2011	20	4					338	352		10.1016/j.autcon.2010.11.004								WOS:000290976300004						
C	Sattler, T; Leibe, B; Kobbelt, L			IEEE	Sattler, Torsten; Leibe, Bastian; Kobbelt, Leif			Fast Image-Based Localization using Direct 2D-to-3D Matching	2011 IEEE INTERNATIONAL CONFERENCE ON COMPUTER VISION (ICCV)	IEEE International Conference on Computer Vision				IEEE International Conference on Computer Vision (ICCV)	NOV 06-13, 2011	Barcelona, SPAIN	IEEE, Toyota, Google, Microsoft Res, Siemens, Technicolor, Adobe, Alcatel Lucent, Gentex Corp, Kooaba Image Recognit, Mitsubishi Elect, Mobileye, Object Video (OV), Toshiba, Xerox, Zeiss, 2d3, SATURNUS									Leibe, Bastian/E-5499-2017; Sattler, Torsten/AAM-3155-2021	Leibe, Bastian/0000-0003-4225-0051; Sattler, Torsten/0000-0001-9760-4553												1550-5499		978-1-4577-1102-2				2011							667	674										WOS:000300061900085						
C	Newcombe, RA; Izadi, S; Hilliges, O; Molyneaux, D; Kim, D; Davison, AJ; Kohli, P; Shotton, J; Hodges, S; Fitzgibbon, A			IEEE	Newcombe, Richard A.; Izadi, Shahram; Hilliges, Otmar; Molyneaux, David; Kim, David; Davison, Andrew J.; Kohli, Pushmeet; Shotton, Jamie; Hodges, Steve; Fitzgibbon, Andrew			KinectFusion: Real-Time Dense Surface Mapping and Tracking	2011 10TH IEEE INTERNATIONAL SYMPOSIUM ON MIXED AND AUGMENTED REALITY (ISMAR)	International Symposium on Mixed and Augmented Reality				10th IEEE/ACM International Symposium on Mixed and Augmented Reality (ISMAR)	OCT 26-29, 2011	Basel, SWITZERLAND	IEEE, ACM, Qualcomm, Nokia, A.R.T., Metaio, Volkswagen, EST, TRIVISIO, TRAKMARK, AIST, ARToolworks									Hilliges, Otmar/Q-5899-2019	Hilliges, Otmar/0000-0002-5068-3474; Hilliges, Otmar/0000-0003-1667-6593												1554-7868		978-1-4577-2185-4				2011							127	136		10.1109/ISMAR.2011.6092378								WOS:000297739600015						
J	Golparvar-Fard, M; Pena-Mora, F; Arboleda, CA; Lee, S				Golparvar-Fard, Mani; Pena-Mora, Feniosky; Arboleda, Carlos A.; Lee, SangHyun			Visualization of Construction Progress Monitoring with 4D Simulation Model Overlaid on Time-Lapsed Photographs	JOURNAL OF COMPUTING IN CIVIL ENGINEERING																	Golparvar-Fard, Mani/D-6381-2011	Lee, SangHyun/0000-0002-2246-7440												0887-3801	1943-5487				NOV-DEC	2009	23	6			SI		391	404		10.1061/(ASCE)0887-3801(2009)23:6(391)								WOS:000270913900011						
J	Teizer, J; Vela, PA				Teizer, J.; Vela, P. A.			Personnel tracking on construction sites using video cameras	ADVANCED ENGINEERING INFORMATICS					15th International Workshop of the European-Group-for-Intelligent-Computing-in-Engineering	JUL, 2008	Plymouth, ENGLAND	European Grp Intelligent Comp Engn									Teizer, Jochen/AAS-1814-2020	Teizer, Jochen/0000-0001-8071-895X; Vela, Patricio/0000-0002-6888-7002												1474-0346	1873-5320				OCT	2009	23	4					452	462		10.1016/j.aei.2009.06.011								WOS:000271343900010						
J	Khoury, HM; Kamat, VR				Khoury, Hiam M.; Kamat, Vineet R.			Evaluation of position tracking technologies for user localization in indoor construction environments	AUTOMATION IN CONSTRUCTION																		Kamat, Vineet/0000-0003-0788-5588												0926-5805	1872-7891				JUL	2009	18	4					444	457		10.1016/j.autcon.2008.10.011								WOS:000265987200008						
J	Pradhan, A; Ergen, E; Akinci, B				Pradhan, Anu; Ergen, Esin; Akinci, Burcu			Technological Assessment of Radio Frequency Identification Technology for Indoor Localization	JOURNAL OF COMPUTING IN CIVIL ENGINEERING																	ergen, esin/C-5510-2013; Ergen, Esin/ABA-8121-2020	ergen, esin/0000-0001-6413-4647; Ergen, Esin/0000-0001-6413-4647												0887-3801	1943-5487				JUL-AUG	2009	23	4					230	238		10.1061/(ASCE)0887-3801(2009)23:4(230)								WOS:000267053700004						
J	Lu, M; Chen, W; Shen, XS; Lam, HC; Liu, JY				Lu, Ming; Chen, Wu; Shen, Xuesong; Lam, Hoi-Ching; Liu, Jianye			Positioning and tracking construction vehicles in highly dense urban areas and building construction sites	AUTOMATION IN CONSTRUCTION																	Chen, Wu/B-5326-2011; Lu, Ming/J-8290-2014	Chen, Wu/0000-0002-1787-5191; 												0926-5805	1872-7891				AUG	2007	16	5					647	656		10.1016/j.autcon.2006.11.001								WOS:000246656000010						
J	Lim, CH; Wan, YH; Ng, BP; See, CMS				Lim, Chin-Heng; Wan, Yahong; Ng, Boon-Poh; Samson See, Chong-Meng			A real-time indoor WiFi localization system utilizing smart antennas	IEEE TRANSACTIONS ON CONSUMER ELECTRONICS																														0098-3063	1558-4127				MAY	2007	53	2					618	622		10.1109/TCE.2007.381737								WOS:000247578900058						
J	Ergen, E; Akinci, B; East, B; Kirby, J				Ergen, Esin; Akinci, Burcu; East, Bill; Kirby, Jeff			Tracking components and maintenance history within a facility utilizing radio frequency identification technology	JOURNAL OF COMPUTING IN CIVIL ENGINEERING																	Ergen, Esin/ABA-8121-2020	Ergen, Esin/0000-0001-6413-4647												0887-3801					JAN-FEB	2007	21	1					11	20		10.1061/(ASCE)0887-3801(2007)21:1(11)								WOS:000243054300002						
J	Hinton, GE; Osindero, S; Teh, YW				Hinton, Geoffrey E.; Osindero, Simon; Teh, Yee-Whye			A fast learning algorithm for deep belief nets	NEURAL COMPUTATION																	Teh, Yee Whye/C-3400-2008													0899-7667	1530-888X				JUL	2006	18	7					1527	1554		10.1162/neco.2006.18.7.1527								WOS:000237698100002	16764513					
C	Jin, GY; Lu, XY; Park, MS		Werner, B		Jin, Guang-Yao; Lu, Xiao-Yi; Park, Myong-Soon			An indoor localization mechanism using active RFID tag	IEEE INTERNATIONAL CONFERENCE ON SENSOR NETWORKS, UBIQUITOUS, AND TRUSTWORTHY COMPUTING, VOL 1, PROCEEDINGS					IEEE International Conference on Sensor Networks, Ubiquitous, and Trustworthy Computing	JUN 05-07, 2006	Tai Chung, TAIWAN	IEEE Comp Soc, Asia Univ, Natl Sci Council, USA Force Off Sci Res, Asian Off Aerosp Res & Dev, Inst Informat Ind, Minist Educ																								0-7695-2553-9				2006							40	+										WOS:000238969200006						
J	Wolf, J; Burgard, W; Burkhardt, H				Wolf, J; Burgard, W; Burkhardt, H			Robust vision-based localization by combining an image-retrieval system with Monte Carlo localization	IEEE TRANSACTIONS ON ROBOTICS					19th IEEE International Conference on Robotics and Automation (ICRA)	MAY 11-15, 2002	WASHINGTON, DC	IEEE Robot & Automat Soc									Burkhardt, Hans/M-5895-2019; Burgard, Wolfram/N-2381-2019	Burgard, Wolfram/0000-0002-5680-6500												1552-3098	1941-0468				APR	2005	21	2					208	216		10.1109/TRO.2004.835453								WOS:000228337900007						
J	BESL, PJ; MCKAY, ND				BESL, PJ; MCKAY, ND			A METHOD FOR REGISTRATION OF 3-D SHAPES	IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE																														0162-8828	1939-3539				FEB	1992	14	2					239	256		10.1109/34.121791								WOS:A1992HC02900010						
